key,text
cantoList.SV-42[11].trRows[4].tdColumns[0].row,row5
cantoList.SV-42[11].trRows[4].tdColumns[0].className,n2
cantoList.SV-42[11].trRows[4].tdColumns[0].data,"<a href=""javascript:show('कर्म,')"">कर्म,6</a>"
cantoList.SV-42[11].trRows[5].tdColumns[0].row,row6
cantoList.SV-42[11].trRows[5].tdColumns[0].className,n2
cantoList.SV-42[11].trRows[5].tdColumns[0].data,कशिपु
cantoList.SV-42[11].trRows[6].tdColumns[0].row,row7
cantoList.SV-42[11].trRows[6].tdColumns[0].className,n2
cantoList.SV-42[11].trRows[6].tdColumns[0].data,Kașipu
cantoList.SV-42[11].trRows[7].tdColumns[0].row,row8
cantoList.SV-42[11].trRows[7].tdColumns[0].className,n2
cantoList.SV-42[11].trRows[7].tdColumns[0].data,-
cantoList.SV-42[11].trRows[8].tdColumns[0].row,row9
cantoList.SV-42[11].trRows[8].tdColumns[0].className,n2
cantoList.SV-42[11].trRows[9].tdColumns[0].row,row12
cantoList.SV-42[11].trRows[9].tdColumns[0].className,n2
cantoList.SV-42[12].trRows[0].tdColumns[0].row,row1
cantoList.SV-42[12].trRows[0].tdColumns[0].className,v
cantoList.SV-42[12].trRows[0].tdColumns[0].data,प्रचक्षते.
cantoList.SV-42[12].trRows[1].tdColumns[0].row,row2
cantoList.SV-42[12].trRows[1].tdColumns[0].className,v
cantoList.SV-42[12].trRows[1].tdColumns[0].data,प्रचक्षते 
cantoList.SV-42[12].trRows[2].tdColumns[0].row,row3
cantoList.SV-42[12].trRows[2].tdColumns[0].className,v
cantoList.SV-42[12].trRows[2].tdColumns[0].data,प्रचक्ष्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;चक्षिँङ्;अदादिः}/चक्षता{स्त्री}{1;द्वि}/चक्षता{स्त्री}{2;द्वि}/चक्षता{स्त्री}{8;एक}/चक्षता{स्त्री}{8;द्वि}.{नपुं}{8;एक} 
cantoList.SV-42[12].trRows[3].tdColumns[0].row,row4
cantoList.SV-42[12].trRows[3].tdColumns[0].className,v
cantoList.SV-42[12].trRows[3].tdColumns[0].data,<a (click)=showDic('प्रचक्ष्1')>प्रचक्ष्1</a>{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;चक्षिँङ्;अदादिः}. 
cantoList.SV-42[12].trRows[4].tdColumns[0].row,row5
cantoList.SV-42[12].trRows[4].tdColumns[0].className,v
cantoList.SV-42[12].trRows[4].tdColumns[0].data,"<a href=""javascript:show('')"">0</a>"
cantoList.SV-42[12].trRows[5].tdColumns[0].row,row6
cantoList.SV-42[12].trRows[5].tdColumns[0].className,v
cantoList.SV-42[12].trRows[5].tdColumns[0].data,कहते_हैं.
cantoList.SV-42[12].trRows[6].tdColumns[0].row,row7
cantoList.SV-42[12].trRows[6].tdColumns[0].className,v
cantoList.SV-42[12].trRows[6].tdColumns[0].data,call.
cantoList.SV-42[12].trRows[7].tdColumns[0].row,row8
cantoList.SV-42[12].trRows[7].tdColumns[0].className,v
cantoList.SV-42[12].trRows[7].tdColumns[0].data,-
cantoList.SV-42[12].trRows[8].tdColumns[0].row,row9
cantoList.SV-42[12].trRows[8].tdColumns[0].className,v
cantoList.SV-42[12].trRows[8].tdColumns[0].data,सकर्मककर्तरि
cantoList.SV-42[12].trRows[9].tdColumns[0].row,row12
cantoList.SV-42[12].trRows[9].tdColumns[0].className,v
cantoList.SV-45[0].trRows[0].tdColumns[0].row,row1
cantoList.SV-45[0].trRows[0].tdColumns[0].className,number
cantoList.SV-45[0].trRows[0].tdColumns[0].data,"<a htext=""html/SV-I/SV-45/45.jpg""  target=""_blank"" onmouseout=""UnTip()"" onmouseover=""Tip('<center><img src=html/SV-I/SV-45/45.jpg></center>',FONTSIZE,'18pt',HEIGHT,400,STICKY,true,CLOSEBTN,true) "">45.A</a>"
cantoList.SV-45[0].trRows[0].tdColumns[0].tooltipImage,html/SV-I/SV-45/45.jpg
cantoList.SV-45[0].trRows[0].tdColumns[1].row,row1
cantoList.SV-45[0].trRows[0].tdColumns[1].className,n6
cantoList.SV-45[0].trRows[0].tdColumns[1].data,नाकिनां
cantoList.SV-45[0].trRows[1].tdColumns[0].row,row2
cantoList.SV-45[0].trRows[1].tdColumns[0].className,number
cantoList.SV-45[0].trRows[1].tdColumns[0].data,45.B</a>
cantoList.SV-45[0].trRows[1].tdColumns[1].row,row2
cantoList.SV-45[0].trRows[1].tdColumns[1].className,n6
cantoList.SV-45[0].trRows[1].tdColumns[1].data,नाकिनां 
cantoList.SV-45[0].trRows[2].tdColumns[0].row,row3
cantoList.SV-45[0].trRows[2].tdColumns[0].className,number
cantoList.SV-45[0].trRows[2].tdColumns[0].data,45.C</a>
cantoList.SV-45[0].trRows[2].tdColumns[1].row,row3
cantoList.SV-45[0].trRows[2].tdColumns[1].className,n6
cantoList.SV-45[0].trRows[2].tdColumns[1].data,नाकिन्{पुं}{6;बहु}
cantoList.SV-45[0].trRows[3].tdColumns[0].row,row4
cantoList.SV-45[0].trRows[3].tdColumns[0].className,number
cantoList.SV-45[0].trRows[3].tdColumns[0].data,45.D</a>
cantoList.SV-45[0].trRows[3].tdColumns[1].row,row4
cantoList.SV-45[0].trRows[3].tdColumns[1].className,n6
cantoList.SV-45[0].trRows[3].tdColumns[1].data,<a (click)=showDic('नाकिन्')>नाकिन्</a>{पुं}{6;बहु} 
cantoList.SV-45[0].trRows[4].tdColumns[0].row,row5
cantoList.SV-45[0].trRows[4].tdColumns[0].className,number
cantoList.SV-45[0].trRows[4].tdColumns[0].data,45.E</a>
cantoList.SV-45[0].trRows[4].tdColumns[1].row,row5
cantoList.SV-45[0].trRows[4].tdColumns[1].className,n6
cantoList.SV-45[0].trRows[4].tdColumns[1].data,"षष्ठीसम्बन्धः,2"
cantoList.SV-45[0].trRows[5].tdColumns[0].row,row6
cantoList.SV-45[0].trRows[5].tdColumns[0].className,number
cantoList.SV-45[0].trRows[5].tdColumns[0].data,45.F</a>
cantoList.SV-45[0].trRows[5].tdColumns[1].row,row6
cantoList.SV-45[0].trRows[5].tdColumns[1].className,n6
cantoList.SV-45[0].trRows[5].tdColumns[1].data,देवों_के 
cantoList.SV-45[0].trRows[6].tdColumns[0].row,row7
cantoList.SV-45[0].trRows[6].tdColumns[0].className,number
cantoList.SV-45[0].trRows[6].tdColumns[0].data,45.G</a>
cantoList.SV-45[0].trRows[6].tdColumns[1].row,row7
cantoList.SV-45[0].trRows[6].tdColumns[1].className,n6
cantoList.SV-45[0].trRows[6].tdColumns[1].data,of the gods
cantoList.SV-45[0].trRows[7].tdColumns[0].row,row8
cantoList.SV-45[0].trRows[7].tdColumns[0].className,number
cantoList.SV-45[0].trRows[7].tdColumns[0].data,45.H
cantoList.SV-45[0].trRows[7].tdColumns[1].row,row8
cantoList.SV-45[0].trRows[7].tdColumns[1].className,n6
cantoList.SV-45[0].trRows[8].tdColumns[0].row,row9
cantoList.SV-45[0].trRows[8].tdColumns[0].className,number
cantoList.SV-45[0].trRows[8].tdColumns[0].data,45.I</a>
cantoList.SV-45[0].trRows[8].tdColumns[1].row,row9
cantoList.SV-45[0].trRows[8].tdColumns[1].className,n6
cantoList.SV-45[0].trRows[9].tdColumns[0].row,row10
cantoList.SV-45[0].trRows[9].tdColumns[0].className,number
cantoList.SV-45[0].trRows[9].tdColumns[0].data,45.J</a>
cantoList.SV-45[0].trRows[9].tdColumns[1].row,row10
cantoList.SV-45[0].trRows[9].tdColumns[1].className,n6
cantoList.SV-45[0].trRows[10].tdColumns[0].row,row11
cantoList.SV-45[0].trRows[10].tdColumns[0].className,number
cantoList.SV-45[0].trRows[10].tdColumns[0].data,45.K</a>
cantoList.SV-45[0].trRows[10].tdColumns[1].row,row11
cantoList.SV-45[0].trRows[10].tdColumns[1].className,n6
cantoList.SV-45[0].trRows[11].tdColumns[0].row,row12
cantoList.SV-45[0].trRows[11].tdColumns[0].className,number
cantoList.SV-45[0].trRows[11].tdColumns[0].data,45.L</a>
cantoList.SV-45[0].trRows[11].tdColumns[1].row,row12
cantoList.SV-45[0].trRows[11].tdColumns[1].className,n6
cantoList.SV-45[1].trRows[0].tdColumns[0].row,row1
cantoList.SV-45[1].trRows[0].tdColumns[0].className,n3
cantoList.SV-45[1].trRows[0].tdColumns[0].data,गणैः
cantoList.SV-45[1].trRows[1].tdColumns[0].row,row2
cantoList.SV-45[1].trRows[1].tdColumns[0].className,n3
cantoList.SV-45[1].trRows[1].tdColumns[0].data,गणैः 
cantoList.SV-45[1].trRows[2].tdColumns[0].row,row3
cantoList.SV-45[1].trRows[2].tdColumns[0].className,n3
cantoList.SV-45[1].trRows[2].tdColumns[0].data,गण{पुं}{3;बहु}
cantoList.SV-45[1].trRows[3].tdColumns[0].row,row4
cantoList.SV-45[1].trRows[3].tdColumns[0].className,n3
cantoList.SV-45[1].trRows[3].tdColumns[0].data,<a (click)=showDic('गण')>गण</a>{पुं}{3;बहु} 
cantoList.SV-45[1].trRows[4].tdColumns[0].row,row5
cantoList.SV-45[1].trRows[4].tdColumns[0].className,n3
cantoList.SV-45[1].trRows[4].tdColumns[0].data,"<a href=""javascript:show('कर्ता,')"">कर्ता,9</a>"
cantoList.SV-45[1].trRows[5].tdColumns[0].row,row6
cantoList.SV-45[1].trRows[5].tdColumns[0].className,n3
cantoList.SV-45[1].trRows[5].tdColumns[0].data,गणों_से 
cantoList.SV-45[1].trRows[6].tdColumns[0].row,row7
cantoList.SV-45[1].trRows[6].tdColumns[0].className,n3
cantoList.SV-45[1].trRows[6].tdColumns[0].data,by the hosts
cantoList.SV-45[1].trRows[7].tdColumns[0].row,row8
cantoList.SV-45[1].trRows[7].tdColumns[0].className,n3
cantoList.SV-45[1].trRows[7].tdColumns[0].data,-
cantoList.SV-45[1].trRows[8].tdColumns[0].row,row9
cantoList.SV-45[1].trRows[8].tdColumns[0].className,n3
cantoList.SV-45[1].trRows[9].tdColumns[0].row,row12
cantoList.SV-45[1].trRows[9].tdColumns[0].className,n3
cantoList.SV-45[2].trRows[0].tdColumns[0].row,row1
cantoList.SV-45[2].trRows[0].tdColumns[0].className,n2
cantoList.SV-45[2].trRows[0].tdColumns[0].data,यम्
cantoList.SV-45[2].trRows[1].tdColumns[0].row,row2
cantoList.SV-45[2].trRows[1].tdColumns[0].className,n2
cantoList.SV-45[2].trRows[1].tdColumns[0].data,यम् 
cantoList.SV-45[2].trRows[2].tdColumns[0].row,row3
cantoList.SV-45[2].trRows[2].tdColumns[0].className,n2
cantoList.SV-45[2].trRows[2].tdColumns[0].data,यद्{पुं}{2;एक} 
cantoList.SV-45[2].trRows[3].tdColumns[0].row,row4
cantoList.SV-45[2].trRows[3].tdColumns[0].className,n2
cantoList.SV-45[2].trRows[3].tdColumns[0].data,<a (click)=showDic('यद्')>यद्</a>{पुं}{2;एक} 
cantoList.SV-45[2].trRows[4].tdColumns[0].row,row5
cantoList.SV-45[2].trRows[4].tdColumns[0].className,n2
cantoList.SV-45[2].trRows[4].tdColumns[0].data,"<a href=""javascript:show('कर्म,')"">कर्म,4</a>"
cantoList.SV-45[2].trRows[5].tdColumns[0].row,row6
cantoList.SV-45[2].trRows[5].tdColumns[0].className,n2
cantoList.SV-45[2].trRows[5].tdColumns[0].data,जिस
cantoList.SV-45[2].trRows[6].tdColumns[0].row,row7
cantoList.SV-45[2].trRows[6].tdColumns[0].className,n2
cantoList.SV-45[2].trRows[6].tdColumns[0].data,whom
cantoList.SV-45[2].trRows[7].tdColumns[0].row,row8
cantoList.SV-45[2].trRows[7].tdColumns[0].className,n2
cantoList.SV-45[2].trRows[7].tdColumns[0].data,-
cantoList.SV-45[2].trRows[8].tdColumns[0].row,row9
cantoList.SV-45[2].trRows[8].tdColumns[0].className,n2
cantoList.SV-45[2].trRows[9].tdColumns[0].row,row12
cantoList.SV-45[2].trRows[9].tdColumns[0].className,n2
cantoList.SV-45[3].trRows[0].tdColumns[0].row,row1
cantoList.SV-45[3].trRows[0].tdColumns[0].className,NA
cantoList.SV-45[3].trRows[0].tdColumns[0].data,आशङ्क्य
cantoList.SV-45[3].trRows[1].tdColumns[0].row,row2
cantoList.SV-45[3].trRows[1].tdColumns[0].className,NA
cantoList.SV-45[3].trRows[1].tdColumns[0].data,आशङ्क्य 
cantoList.SV-45[3].trRows[2].tdColumns[0].row,row3
cantoList.SV-45[3].trRows[2].tdColumns[0].className,NA
cantoList.SV-45[3].trRows[2].tdColumns[0].data,आङ्_शङ्क्1{कृत्_प्रत्ययः:ल्यप्;शकिँ;भ्वादिः} 
cantoList.SV-45[3].trRows[3].tdColumns[0].row,row4
cantoList.SV-45[3].trRows[3].tdColumns[0].className,NA
cantoList.SV-45[3].trRows[3].tdColumns[0].data,<a (click)=showDic('आङ्')>आङ्</a>_<a (click)=showDic('शङ्क्1')>शङ्क्1</a>{कृत्_प्रत्ययः:ल्यप्;शकिँ;भ्वादिः} 
cantoList.SV-45[3].trRows[4].tdColumns[0].row,row5
cantoList.SV-45[3].trRows[4].tdColumns[0].className,NA
cantoList.SV-45[3].trRows[4].tdColumns[0].data,"<a href=""javascript:show('पूर्वकालः,')"">पूर्वकालः,9</a>"
cantoList.SV-45[3].trRows[5].tdColumns[0].row,row6
cantoList.SV-45[3].trRows[5].tdColumns[0].className,NA
cantoList.SV-45[3].trRows[5].tdColumns[0].data,आशंका_कर
cantoList.SV-45[3].trRows[6].tdColumns[0].row,row7
cantoList.SV-45[3].trRows[6].tdColumns[0].className,NA
cantoList.SV-45[3].trRows[6].tdColumns[0].data,fearing
cantoList.SV-45[3].trRows[7].tdColumns[0].row,row8
cantoList.SV-45[3].trRows[7].tdColumns[0].className,NA
cantoList.SV-45[3].trRows[7].tdColumns[0].data,-
cantoList.SV-45[3].trRows[8].tdColumns[0].row,row9
cantoList.SV-45[3].trRows[8].tdColumns[0].className,NA
cantoList.SV-45[3].trRows[9].tdColumns[0].row,row12
cantoList.SV-45[3].trRows[9].tdColumns[0].className,NA
cantoList.SV-45[4].trRows[0].tdColumns[0].row,row1
cantoList.SV-45[4].trRows[0].tdColumns[0].className,NA
cantoList.SV-45[4].trRows[0].tdColumns[0].data,तत्-आदि
cantoList.SV-45[4].trRows[1].tdColumns[0].row,row2
cantoList.SV-45[4].trRows[1].tdColumns[0].className,NA
cantoList.SV-45[4].trRows[1].tdColumns[0].data,तदादि 
cantoList.SV-45[4].trRows[2].tdColumns[0].row,row3
cantoList.SV-45[4].trRows[2].tdColumns[0].className,NA
cantoList.SV-45[4].trRows[2].tdColumns[0].data,तत्-आदि{अव्य}/आदि{नपुं}{1;एक}/आदि{नपुं}{2;एक} 
cantoList.SV-45[4].trRows[3].tdColumns[0].row,row4
cantoList.SV-45[4].trRows[3].tdColumns[0].className,NA
cantoList.SV-45[4].trRows[3].tdColumns[0].data,<a (click)=showDic('तदादि')>तदादि</a>{अव्य}
cantoList.SV-45[4].trRows[4].tdColumns[0].row,row5
cantoList.SV-45[4].trRows[4].tdColumns[0].className,NA
cantoList.SV-45[4].trRows[4].tdColumns[0].data,"<a href=""javascript:show('क्रिया-विशेषणम्,')"">क्रिया-विशेषणम्,9</a>"
cantoList.SV-45[4].trRows[5].tdColumns[0].row,row6
cantoList.SV-45[4].trRows[5].tdColumns[0].className,NA
cantoList.SV-45[4].trRows[5].tdColumns[0].data,उस_समय_से
cantoList.SV-45[4].trRows[6].tdColumns[0].row,row7
cantoList.SV-45[4].trRows[6].tdColumns[0].className,NA
cantoList.SV-45[4].trRows[6].tdColumns[0].data,since then
cantoList.SV-45[4].trRows[7].tdColumns[0].row,row8
cantoList.SV-45[4].trRows[7].tdColumns[0].className,NA
cantoList.SV-45[4].trRows[7].tdColumns[0].data,-
cantoList.SV-45[4].trRows[8].tdColumns[0].row,row9
cantoList.SV-45[4].trRows[8].tdColumns[0].className,NA
cantoList.SV-45[4].trRows[9].tdColumns[0].row,row12
cantoList.SV-45[4].trRows[9].tdColumns[0].className,NA
cantoList.SV-45[5].trRows[0].tdColumns[0].row,row1
cantoList.SV-45[5].trRows[0].tdColumns[0].className,n1
cantoList.SV-45[5].trRows[0].tdColumns[0].data,स्वरूप-शोभ-एकफलानि
cantoList.SV-45[5].trRows[0].tdColumns[0].tooltipText,‘नपुंसकमनपुंसकेन-’ (1।1।69) इत्यादिना नपुंसकैकशेषः ।
cantoList.SV-45[5].trRows[1].tdColumns[0].row,row2
cantoList.SV-45[5].trRows[1].tdColumns[0].className,n1
cantoList.SV-45[5].trRows[1].tdColumns[0].data,स्वरूपशोभैकफलानि 
cantoList.SV-45[5].trRows[2].tdColumns[0].row,row3
cantoList.SV-45[5].trRows[2].tdColumns[0].className,n1
cantoList.SV-45[5].trRows[2].tdColumns[0].data,स्वरूप-शोभ-एकफल{नपुं}{1;बहु}/एकफल{नपुं}{2;बहु} 
cantoList.SV-45[5].trRows[3].tdColumns[0].row,row4
cantoList.SV-45[5].trRows[3].tdColumns[0].className,n1
cantoList.SV-45[5].trRows[3].tdColumns[0].data,<a (click)=showDic('स्वरूप')>स्वरूप</a>-<a (click)=showDic('शोभ')>शोभ</a>-<a (click)=showDic('एकफल')>एकफल</a>{नपुं}{1;बहु} 
cantoList.SV-45[5].trRows[4].tdColumns[0].row,row5
cantoList.SV-45[5].trRows[4].tdColumns[0].className,n1
cantoList.SV-45[5].trRows[4].tdColumns[0].data,"<a href=""javascript:show('विशेषणम्,')"">विशेषणम्,8</a>"
cantoList.SV-45[5].trRows[5].tdColumns[0].row,row6
cantoList.SV-45[5].trRows[5].tdColumns[0].className,n1
cantoList.SV-45[5].trRows[5].tdColumns[0].data,स्वरूप_के_शोभामात्रफल_वाले
cantoList.SV-45[5].trRows[6].tdColumns[0].row,row7
cantoList.SV-45[5].trRows[6].tdColumns[0].className,n1
cantoList.SV-45[5].trRows[6].tdColumns[0].data,which till then served the only main purpose of adding beauty to their person and position
cantoList.SV-45[5].trRows[7].tdColumns[0].row,row8
cantoList.SV-45[5].trRows[7].tdColumns[0].className,n1
cantoList.SV-45[5].trRows[7].tdColumns[0].data,"<a htext=""html/SV-I/SV-45/samaasa1.jpg""   target=""_blank"" onmouseout=""UnTip()"" onmouseover=""Tip('<center><img src=html/SV-I/SV-45/samaasa1.jpg></center>',FONTSIZE,'18pt',HEIGHT,300,STICKY,true,CLOSEBTN,true) ""><<स्वरूप-शोभा>T3-<एक-फलम्>K1>Bs6</a>"
cantoList.SV-45[5].trRows[7].tdColumns[0].tooltipImage,html/SV-I/SV-45/samaasa1.jpg
cantoList.SV-45[5].trRows[8].tdColumns[0].row,row9
cantoList.SV-45[5].trRows[8].tdColumns[0].className,n1
cantoList.SV-45[6].trRows[0].tdColumns[0].row,row1
cantoList.SV-45[6].trRows[0].tdColumns[0].className,n1
cantoList.SV-45[6].trRows[0].tdColumns[0].data,पुराणि
cantoList.SV-45[6].trRows[1].tdColumns[0].row,row2
cantoList.SV-45[6].trRows[1].tdColumns[0].className,n1
cantoList.SV-45[6].trRows[1].tdColumns[0].data,पुराणि 
cantoList.SV-45[6].trRows[2].tdColumns[0].row,row3
cantoList.SV-45[6].trRows[2].tdColumns[0].className,n1
cantoList.SV-45[6].trRows[2].tdColumns[0].data,पुर{नपुं}{1;बहु}/पुर{नपुं}{2;बहु}/पुर्1{कर्तरि;लोट्;उ;एक;परस्मैपदी;पुरँ;तुदादिः} 
cantoList.SV-45[6].trRows[3].tdColumns[0].row,row4
cantoList.SV-45[6].trRows[3].tdColumns[0].className,n1
cantoList.SV-45[6].trRows[3].tdColumns[0].data,<a (click)=showDic('पुर')>पुर</a>{नपुं}{1;बहु} 
cantoList.SV-45[6].trRows[4].tdColumns[0].row,row5
cantoList.SV-45[6].trRows[4].tdColumns[0].className,n1
cantoList.SV-45[6].trRows[4].tdColumns[0].data,"<a href=""javascript:show('कर्म,')"">कर्म,9</a>"
cantoList.SV-45[6].trRows[5].tdColumns[0].row,row6
cantoList.SV-45[6].trRows[5].tdColumns[0].className,n1
cantoList.SV-45[6].trRows[5].tdColumns[0].data,नगरों_को
cantoList.SV-45[6].trRows[6].tdColumns[0].row,row7
cantoList.SV-45[6].trRows[6].tdColumns[0].className,n1
cantoList.SV-45[6].trRows[6].tdColumns[0].data,cities
cantoList.SV-45[6].trRows[7].tdColumns[0].row,row8
cantoList.SV-45[6].trRows[7].tdColumns[0].className,n1
cantoList.SV-45[6].trRows[7].tdColumns[0].data,-
cantoList.SV-45[6].trRows[8].tdColumns[0].row,row9
cantoList.SV-45[6].trRows[8].tdColumns[0].className,n1
cantoList.SV-45[6].trRows[9].tdColumns[0].row,row12
cantoList.SV-45[6].trRows[9].tdColumns[0].className,n1
cantoList.SV-45[7].trRows[0].tdColumns[0].row,row1
cantoList.SV-45[7].trRows[0].tdColumns[0].className,n1
cantoList.SV-45[7].trRows[0].tdColumns[0].data,दुर्गाणि
cantoList.SV-45[7].trRows[1].tdColumns[0].row,row2
cantoList.SV-45[7].trRows[1].tdColumns[0].className,n1
cantoList.SV-45[7].trRows[1].tdColumns[0].data,दुर्गाणि 
cantoList.SV-45[7].trRows[2].tdColumns[0].row,row3
cantoList.SV-45[7].trRows[2].tdColumns[0].className,n1
cantoList.SV-45[7].trRows[2].tdColumns[0].data,दुर्ग{नपुं}{1;बहु}/दुर्ग{नपुं}{2;बहु} 
cantoList.SV-45[7].trRows[3].tdColumns[0].row,row4
cantoList.SV-45[7].trRows[3].tdColumns[0].className,n1
cantoList.SV-45[7].trRows[3].tdColumns[0].data,<a (click)=showDic('दुर्ग')>दुर्ग</a>{नपुं}{1;बहु} 
cantoList.SV-45[7].trRows[4].tdColumns[0].row,row5
cantoList.SV-45[7].trRows[4].tdColumns[0].className,n1
cantoList.SV-45[7].trRows[4].tdColumns[0].data,"<a href=""javascript:show('कर्मसमानाधिकरणम्,')"">कर्मसमानाधिकरणम्,9</a>"
cantoList.SV-45[7].trRows[5].tdColumns[0].row,row6
cantoList.SV-45[7].trRows[5].tdColumns[0].className,n1
cantoList.SV-45[7].trRows[5].tdColumns[0].data,दुर्ग 
cantoList.SV-45[7].trRows[6].tdColumns[0].row,row7
cantoList.SV-45[7].trRows[6].tdColumns[0].className,n1
cantoList.SV-45[7].trRows[6].tdColumns[0].data,fortresses
cantoList.SV-45[7].trRows[7].tdColumns[0].row,row8
cantoList.SV-45[7].trRows[7].tdColumns[0].className,n1
cantoList.SV-45[7].trRows[7].tdColumns[0].data,-
cantoList.SV-45[7].trRows[8].tdColumns[0].row,row9
cantoList.SV-45[7].trRows[8].tdColumns[0].className,n1
cantoList.SV-45[7].trRows[9].tdColumns[0].row,row12
cantoList.SV-45[7].trRows[9].tdColumns[0].className,n1
cantoList.SV-45[8].trRows[0].tdColumns[0].row,row1
cantoList.SV-45[8].trRows[0].tdColumns[0].className,v
cantoList.SV-45[8].trRows[0].tdColumns[0].data,(चक्रिरे)
cantoList.SV-45[8].trRows[1].tdColumns[0].row,row2
cantoList.SV-45[8].trRows[1].tdColumns[0].className,v
cantoList.SV-45[8].trRows[1].tdColumns[0].data,चक्रिरे
cantoList.SV-45[8].trRows[2].tdColumns[0].row,row3
cantoList.SV-45[8].trRows[2].tdColumns[0].className,v
cantoList.SV-45[8].trRows[2].tdColumns[0].data,कृ2{कर्तरि;लिट्;प्र;बहु;आत्मनेपदी;कृञ्;स्वादिः}/कृ3{कर्तरि;लिट्;प्र;बहु;आत्मनेपदी;डुकृञ्;तनादिः}/कॄ2{कर्तरि;लिट्;प्र;बहु;आत्मनेपदी;कॄञ्;क्र्यादिः}
cantoList.SV-45[8].trRows[3].tdColumns[0].row,row4
cantoList.SV-45[8].trRows[3].tdColumns[0].className,v
cantoList.SV-45[8].trRows[3].tdColumns[0].data,<a (click)=showDic('कृ3')>कृ3</a>{कर्मणि;लिट्;प्र;बहु;आत्मनेपदी;डुकृञ्;तनादिः}
cantoList.SV-45[8].trRows[4].tdColumns[0].row,row5
cantoList.SV-45[8].trRows[4].tdColumns[0].className,v
cantoList.SV-45[8].trRows[4].tdColumns[0].data,"<a href=""javascript:show('')"">0</a>"
cantoList.SV-45[8].trRows[5].tdColumns[0].row,row6
cantoList.SV-45[8].trRows[5].tdColumns[0].className,v
cantoList.SV-45[8].trRows[5].tdColumns[0].data,बना_लिया
cantoList.SV-45[8].trRows[6].tdColumns[0].row,row7
cantoList.SV-45[8].trRows[6].tdColumns[0].className,v
cantoList.SV-45[8].trRows[6].tdColumns[0].data,were made
cantoList.SV-45[8].trRows[7].tdColumns[0].row,row8
cantoList.SV-45[8].trRows[7].tdColumns[0].className,v
cantoList.SV-45[8].trRows[7].tdColumns[0].data,-
cantoList.SV-45[8].trRows[8].tdColumns[0].row,row9
cantoList.SV-45[8].trRows[8].tdColumns[0].className,v
cantoList.SV-45[8].trRows[8].tdColumns[0].data,कर्मणि
cantoList.SV-45[8].trRows[9].tdColumns[0].row,row12
cantoList.SV-45[8].trRows[9].tdColumns[0].className,v
cantoList.SV-45[9].trRows[0].tdColumns[0].row,row1
cantoList.SV-45[9].trRows[0].tdColumns[0].className,n6
cantoList.SV-45[9].trRows[0].tdColumns[0].data,(नाकिनां)
cantoList.SV-45[9].trRows[1].tdColumns[0].row,row2
cantoList.SV-45[9].trRows[1].tdColumns[0].className,n6
cantoList.SV-45[9].trRows[1].tdColumns[0].data,नाकिनां 
cantoList.SV-45[9].trRows[2].tdColumns[0].row,row3
cantoList.SV-45[9].trRows[2].tdColumns[0].className,n6
cantoList.SV-45[9].trRows[2].tdColumns[0].data,नाकिन्{पुं}{6;बहु}
cantoList.SV-45[9].trRows[3].tdColumns[0].row,row4
cantoList.SV-45[9].trRows[3].tdColumns[0].className,n6
cantoList.SV-45[9].trRows[3].tdColumns[0].data,<a (click)=showDic('नाकिन्')>नाकिन्</a>{पुं}{6;बहु} 
cantoList.SV-45[9].trRows[4].tdColumns[0].row,row5
cantoList.SV-45[9].trRows[4].tdColumns[0].className,n6
cantoList.SV-45[9].trRows[4].tdColumns[0].data,"<a href=""javascript:show('षष्ठीसम्बन्धः,')"">षष्ठीसम्बन्धः,2</a>"
cantoList.SV-45[9].trRows[5].tdColumns[0].row,row6
cantoList.SV-45[9].trRows[5].tdColumns[0].className,n6
cantoList.SV-45[9].trRows[5].tdColumns[0].data,देवों_के 
cantoList.SV-45[9].trRows[6].tdColumns[0].row,row7
cantoList.SV-45[9].trRows[6].tdColumns[0].className,n6
cantoList.SV-45[9].trRows[6].tdColumns[0].data,of the gods
cantoList.SV-45[9].trRows[7].tdColumns[0].row,row8
cantoList.SV-45[9].trRows[7].tdColumns[0].className,n6
cantoList.SV-45[9].trRows[7].tdColumns[0].data,-
cantoList.SV-45[9].trRows[8].tdColumns[0].row,row9
cantoList.SV-45[9].trRows[8].tdColumns[0].className,n6
cantoList.SV-45[9].trRows[9].tdColumns[0].row,row12
cantoList.SV-45[9].trRows[9].tdColumns[0].className,n6
cantoList.SV-45[10].trRows[0].tdColumns[0].row,row1
cantoList.SV-45[10].trRows[0].tdColumns[0].className,n1
cantoList.SV-45[10].trRows[0].tdColumns[0].data,(गणेन)
cantoList.SV-45[10].trRows[1].tdColumns[0].row,row2
cantoList.SV-45[10].trRows[1].tdColumns[0].className,n1
cantoList.SV-45[10].trRows[1].tdColumns[0].data,गणेन
cantoList.SV-45[10].trRows[2].tdColumns[0].row,row3
cantoList.SV-45[10].trRows[2].tdColumns[0].className,n1
cantoList.SV-45[10].trRows[2].tdColumns[0].data,गण{पुं}{1;बहु}
cantoList.SV-45[10].trRows[3].tdColumns[0].row,row4
cantoList.SV-45[10].trRows[3].tdColumns[0].className,n1
cantoList.SV-45[10].trRows[3].tdColumns[0].data,<a (click)=showDic('गण')>गण</a>{पुं}{1;बहु}
cantoList.SV-45[10].trRows[4].tdColumns[0].row,row5
